BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1341,1, ,D4,"301 EAST 48TH STREET, 2G", ,10017,0,0,0,0,0,1964, 	2 ,D4," $	785,000 ",4/9/18
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1341,1, ,D4,"301 EAST 48TH STREET, 4F", ,10017,0,0,0,0,0,1964, 	2 ,D4," $	885,000 ",6/19/18
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1341,44, ,D4,"310 EAST 49TH STREET, 6B", ,10017,0,0,0,0,0,1959, 	2 ,D4," $	345,000 ",9/26/17
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1341,44, ,D4,"310 EAST 49TH STREET, 5G", ,10017,0,0,0,0,0,1959, 	2 ,D4," $	715,000 ",10/17/17
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1341,44, ,D4,"310 EAST 49TH STREET, 6E", ,10017,0,0,0,0,0,1959, 	2 ,D4," $	365,000 ",11/29/17
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1341,44, ,D4,"310 EAST 49TH STREET, 7J", ,10017,0,0,0,0,0,1959, 	2 ,D4," $	395,000 ",1/9/18
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1341,44, ,D4,"310 EAST 49TH STREET, 2J", ,10017,0,0,0,0,0,1959, 	2 ,D4," $	384,000 ",1/11/18
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1341,44, ,D4,"310 EAST 49TH STREET, 2B", ,10017,0,0,0,0,0,1959, 	2 ,D4," $	399,000 ",3/12/18
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1342,23, ,D4,"349 EAST 49TH STREET, 5K", ,10017,0,0,0,0,0,1940, 	2 ,D4, $	-   ,8/11/17
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1342,23, ,D4,"349 EAST 49TH STREET, 2S", ,10017,0,0,0,0,0,1940, 	2 ,D4," $	995,000 ",8/16/17
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1342,23, ,D4,"349 EAST 49TH STREET, 6A", ,10017,0,0,0,0,0,1940, 	2 ,D4," $	380,000 ",8/29/17
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1342,23, ,D4,"349 EAST 49TH STREET, 3T", ,10017,0,0,0,0,0,1940, 	2 ,D4," $	665,000 ",10/2/17
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1342,23, ,D4,"349 EAST 49TH STREET, 3B", ,10017,0,0,0,0,0,1940, 	2 ,D4," $	590,000 ",10/24/17
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1342,23, ,D4,"349 EAST 49TH STREET, 4R", ,10017,0,0,0,0,0,1940, 	2 ,D4," $	1,037,500 ",6/15/18
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1343,16, ,D4,"337 EAST 50TH STREET, 1B", ,10022,0,0,0,0,0,1960, 	2 ,D4," $	1,285,000 ",8/8/17
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1345,17, ,D4,"345 EAST 52ND ST, 8K", ,10022,0,0,0,0,0,1959, 	2 ,D4," $	350,000 ",7/10/17
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1345,17, ,D4,"345 EAST 52ND STREET, 4A", ,10022,0,0,0,0,0,1959, 	2 ,D4," $	479,000 ",9/21/17
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1345,17, ,D4,"345 EAST 52ND STREET, 11A", ,10022,0,0,0,0,0,1959, 	2 ,D4," $	895,000 ",9/25/17
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1345,17, ,D4,"345 EAST 52 STREET, 4E", ,10022,0,0,0,0,0,1959, 	2 ,D4," $	800,000 ",10/30/17
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1345,17, ,D4,"345 EAST 52ND STREET, 4K", ,10022,0,0,0,0,0,1959, 	2 ,D4," $	365,000 ",11/9/17
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1345,17, ,D4,"345 EAST 52ND STREET, 3D", ,10022,0,0,0,0,0,1959, 	2 ,D4," $	900,000 ",12/19/17
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1345,17, ,D4,"345 EAST 52ND STREET, 4J", ,10022,0,0,0,0,0,1959, 	2 ,D4," $	636,000 ",5/1/18
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1345,17, ,D4,"345 EAST 52ND STREET, 1G", ,10022,0,0,0,0,0,1959, 	2 ,D4," $	630,000 ",5/16/18
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1345,31, ,D4,"342 EAST 53RD STREET, 6EF", ,10022,0,0,0,0,0,1939, 	2 ,D4," $	980,000 ",9/25/17
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1345,31, ,D4,"342 EAST 53 STREET, 6D", ,10022,0,0,0,0,0,1939, 	2 ,D4," $	653,000 ",9/28/17
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1345,31, ,D4,"342 EAST 53RD STREET, 1C", ,10022,0,0,0,0,0,1939, 	2 ,D4," $	365,000 ",10/11/17
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1345,31, ,D4,"342 EAST 53 STREET, 5E", ,10022,0,0,0,0,0,1939, 	2 ,D4," $	525,000 ",11/8/17
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1345,31, ,D4,"342 EAST 53RD STREET, 3B", ,10022,0,0,0,0,0,1939, 	2 ,D4," $	395,000 ",1/22/18
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1346,14, ,D4,"333 EAST 53RD STREET, 4A", ,10022,0,0,0,0,0,1930, 	2 ,D4," $	587,000 ",8/2/17
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1346,14, ,D4,"333 EAST 53RD STREET, 2J", ,10022,0,0,0,0,0,1930, 	2 ,D4," $	629,000 ",8/22/17
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1346,14, ,D4,"333 EAST 53RD STREET, 1D", ,10022,0,0,0,0,0,1930, 	2 ,D4," $	325,000 ",10/3/17
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1346,14, ,D4,"333 EAST 53RD STREET, 8P", ,10022,0,0,0,0,0,1930, 	2 ,D4," $	600,000 ",10/4/17
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1346,14, ,D4,"333 EAST 53RD STREET, 11C", ,10022,0,0,0,0,0,1930, 	2 ,D4," $	896,000 ",1/24/18
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1346,14, ,D4,"333 EAST 53RD STREET, 5DE", ,10022,0,0,0,0,0,1930, 	2 ,D4," $	1,475,000 ",2/13/18
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1346,14, ,D4,"333 EAST 53RD STREET, 1J", ,10022,0,0,0,0,0,1930, 	2 ,D4," $	665,800 ",3/19/18
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1346,14, ,D4,"333 EAST 53RD ST, 11G", ,10022,0,0,0,0,0,1930, 	2 ,D4," $	740,000 ",3/21/18
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1346,14, ,D4,"333 EAST 53 STREET, 6M", ,10022,0,0,0,0,0,1930, 	2 ,D4," $	555,000 ",5/3/18
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1346,20, ,D4,"347 EAST 53 STREET, 5D", ,10022,0,0,0,0,0,1961, 	2 ,D4," $	752,500 ",1/26/18
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1346,20, ,D4,"347 EAST 53RD STREET, 1B", ,10022,0,0,0,0,0,1961, 	2 ,D4," $	750,000 ",3/14/18
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1346,49, ,D4,"300 EAST 54TH STREET, 14D", ,10022,0,0,0,0,0,1977, 	2 ,D4," $	1,150,000 ",7/24/17
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1346,49, ,D4,"300 EAST 54TH   STREET, 11CDE", ,10022,0,0,0,0,0,1977, 	2 ,D4," $	1,975,000 ",7/24/17
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1346,49, ,D4,"300 EAST 54TH STREET, 34J", ,10022,0,0,0,0,0,1977, 	2 ,D4," $	587,500 ",10/17/17
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1346,49, ,D4,"300 E 54TH STREET, 8H", ,10022,0,0,0,0,0,1977, 	2 ,D4, $	-   ,10/18/17
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1346,49, ,D4,"300 EAST 54TH STREET, 18F", ,10022,0,0,0,0,0,1977, 	2 ,D4," $	700,000 ",10/25/17
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1346,49, ,D4,"300 EAST 54TH STREET, 28F", ,10022,0,0,0,0,0,1977, 	2 ,D4," $	749,000 ",10/26/17
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1346,49, ,D4,"300 EAST 54TH STREET, 10C", ,10022,0,0,0,0,0,1977, 	2 ,D4," $	742,000 ",11/14/17
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1346,49, ,D4,"300 EAST 54TH STREET, 33H", ,10022,0,0,0,0,0,1977, 	2 ,D4," $	1,660,000 ",12/4/17
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1346,49, ,D4,"300 EAST 54TH STREET, 31H", ,10022,0,0,0,0,0,1977, 	2 ,D4," $	1,220,000 ",12/14/17
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1346,49, ,D4,"300 EAST 54TH STREET, 27K", ,10022,0,0,0,0,0,1977, 	2 ,D4," $	2,150,000 ",12/20/17
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1346,49, ,D4,"300 EAST 54TH STREET, 22D", ,10022,0,0,0,0,0,1977, 	2 ,D4, $	-   ,3/12/18
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1346,49, ,D4,"300 EAST 54TH STREET, 22E", ,10022,0,0,0,0,0,1977, 	2 ,D4, $	-   ,3/12/18
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1346,49, ,D4,"300 EAST 54TH STREET, 23E", ,10022,0,0,0,0,0,1977, 	2 ,D4," $	710,000 ",3/19/18
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1346,49, ,D4,"300 EAST 54 STREET, 27J", ,10022,0,0,0,0,0,1977, 	2 ,D4," $	900,000 ",3/22/18
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1347,9, ,D4,"321 EAST 54TH STREET, 6A", ,10022,0,0,0,0,0,1929, 	2 ,D4, $	-   ,7/7/17
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1347,9, ,D4,"321 EAST 54TH   STREET, 1G", ,10022,0,0,0,0,0,1929, 	2 ,D4," $	560,000 ",8/2/17
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1347,9, ,D4,"321 EAST 54TH STREET, 7B", ,10022,0,0,0,0,0,1929, 	2 ,D4," $	560,000 ",9/12/17
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1347,9, ,D4,"321 EAST 54TH STREET, 2F", ,10022,0,0,0,0,0,1929, 	2 ,D4," $	360,000 ",9/12/17
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1347,9, ,D4,"321 EAST 54TH STREET, 2J", ,10022,0,0,0,0,0,1929, 	2 ,D4," $	350,000 ",2/7/18
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1347,9, ,D4,"321 EAST 54TH STREET, 8D", ,10022,0,0,0,0,0,1929, 	2 ,D4," $	385,000 ",2/9/18
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1347,9, ,D4,"321 EAST 54TH   STREET, #7C", ,10022,0,0,0,0,0,1929, 	2 ,D4," $	364,000 ",4/30/18
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1347,18, ,D4,"345 EAST 54TH STREET, 6C", ,10022,0,0,0,0,0,1960, 	2 ,D4," $	325,000 ",6/12/18
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1348,16, ,D4,"333 EAST 55TH STREET, 4K", ,10022,0,0,0,0,0,1962, 	2 ,D4," $	410,000 ",9/14/17
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1348,16, ,D4,"333 E 55TH STREET, 10A", ,10022,0,0,0,0,0,1962, 	2 ,D4," $	474,000 ",12/5/17
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1349,32, ,D4,"350 EAST 57TH STREET, 10B", ,10022,0,0,0,0,0,1932, 	2 ,D4," $	1,375,000 ",2/2/18
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1349,32, ,D4,"350 EAST 57TH STREET, 14B", ,10022,0,0,0,0,0,1932, 	2 ,D4," $	2,100,000 ",5/16/18
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1349,41, ,D4,"322 EAST 57TH STREET, 2/3A", ,10022,0,0,0,0,0,1930, 	2 ,D4," $	2,200,000 ",10/19/17
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1349,41, ,D4,"322 EAST 57TH STREET, 1213A", ,10022,0,0,0,0,0,1930, 	2 ,D4," $	4,000,000 ",1/30/18
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1349,41, ,D4,"322 EAST 57TH STREET, 1415B", ,10022,0,0,0,0,0,1930, 	2 ,D4," $	5,260,000 ",5/30/18
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1349,44, ,D4,"320 EAST 57TH STREET, 13B", ,10022,0,0,0,0,0,1928, 	2 ,D4," $	725,000 ",1/24/18
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1349,44, ,D4,"320 EAST 57TH STREET, 13C", ,10022,0,0,0,0,0,1928, 	2 ,D4," $	1,397,000 ",1/29/18
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1349,44, ,D4,"320 EAST 57TH STREET, 5A", ,10022,0,0,0,0,0,1928, 	2 ,D4," $	1,200,000 ",4/20/18
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1349,44, ,D4,"320 EAST 57TH STREET, 2D", ,10022,0,0,0,0,0,1928, 	2 ,D4," $	632,500 ",5/14/18
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1350,1, ,D4,"303 EAST 57TH STREET, 24C", ,10022,0,0,0,0,0,1968, 	2 ,D4," $	450,000 ",7/14/17
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1350,1, ,D4,"303 EAST 57TH STREET, 8K", ,10022,0,0,0,0,0,1968, 	2 ,D4," $	575,311 ",7/18/17
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1350,1, ,D4,"303 EAST 57TH STREET, 39G", ,10022,0,0,0,0,0,1968, 	2 ,D4," $	2,427,500 ",7/20/17
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1350,1, ,D4,"303 EAST 57TH STREET, 12J", ,10022,0,0,0,0,0,1968, 	2 ,D4," $	650,000 ",8/2/17
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1350,1, ,D4,"303 EAST 57TH STREET, 17J", ,10022,0,0,0,0,0,1968, 	2 ,D4," $	613,000 ",8/7/17
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1350,1, ,D4,"303 EAST 57TH STREET, 31B", ,10022,0,0,0,0,0,1968, 	2 ,D4," $	1,435,000 ",9/28/17
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1350,1, ,D4,"303 EAST 57TH STREET, 22J", ,10022,0,0,0,0,0,1968, 	2 ,D4," $	695,000 ",10/5/17
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1350,1, ,D4,"303 EAST 57TH STREET, 43F", ,10022,0,0,0,0,0,1968, 	2 ,D4," $	1,100,000 ",10/10/17
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1350,1, ,D4,"303 EAST 57TH STREET, 24E", ,10022,0,0,0,0,0,1968, 	2 ,D4," $	500,000 ",10/31/17
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1350,1, ,D4,"303 EAST 57TH STREET, 42E", ,10022,0,0,0,0,0,1968, 	2 ,D4, $	-   ,11/7/17
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1350,1, ,D4,"303 EAST 57TH STREET, 40F", ,10022,0,0,0,0,0,1968, 	2 ,D4," $	900,000 ",11/7/17
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1350,1, ,D4,"303 EAST 57TH STREET, 22D", ,10022,0,0,0,0,0,1968, 	2 ,D4," $	675,000 ",11/27/17
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1350,1, ,D4,"303 EAST 57TH STREET, 42G", ,10022,0,0,0,0,0,1968, 	2 ,D4," $	1,710,000 ",12/11/17
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1350,1, ,D4,"303 EAST 57TH STREET, 24E", ,10022,0,0,0,0,0,1968, 	2 ,D4, $	-   ,2/28/18
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1350,1, ,D4,"303 EAST 57TH STREET, 5L", ,10022,0,0,0,0,0,1968, 	2 ,D4," $	625,000 ",3/6/18
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1350,1, ,D4,"303 EAST 57TH STREET, 22J", ,10022,0,0,0,0,0,1968, 	2 ,D4," $	685,000 ",3/15/18
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1350,1, ,D4,"303 EAST 57TH STREET, 17B", ,10022,0,0,0,0,0,1968, 	2 ,D4, $	-   ,3/20/18
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1350,1, ,D4,"303 EAST 57TH STREET, 17GH", ,10022,0,0,0,0,0,1968, 	2 ,D4," $	1,200,000 ",4/19/18
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1350,1, ,D4,"303 EAST 57TH STREET, 36G", ,10022,0,0,0,0,0,1968, 	2 ,D4," $	2,100,000 ",4/27/18
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1350,1, ,D4,"303 E 57TH ST, 20G", ,10022,0,0,0,0,0,1968, 	2 ,D4," $	630,000 ",5/14/18
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1350,1, ,D4,"303 EAST 57TH STREET, 27K", ,10022,0,0,0,0,0,1968, 	2 ,D4," $	299,000 ",5/17/18
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1350,1, ,D4,"303 EAST 57TH STREET, 16K", ,10022,0,0,0,0,0,1968, 	2 ,D4," $	442,500 ",5/22/18
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1350,1, ,D4,"303 EAST 57TH STREET, 11A", ,10022,0,0,0,0,0,1968, 	2 ,D4," $	417,000 ",6/27/18
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1350,11, ,D4,"325 EAST 57TH STREET, 8C", ,10022,0,0,0,0,0,1929, 	2 ,D4," $	649,000 ",8/21/17
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1350,20, ,D4,"345 EAST 57TH STREET, 1B", ,10022,0,0,0,0,0,1928, 	2 ,D4, $	-   ,7/13/17
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1350,20, ,D4,"345 EAST 57TH STREET, 7A", ,10022,0,0,0,0,0,1928, 	2 ,D4," $	1,825,000 ",5/3/18
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1351,1, ,D4,"300 EAST 59TH STREET, 3102/", ,10022,0,0,0,0,0,1974, 	2 ,D4," $	1,885,000 ",7/27/17
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1351,1, ,D4,"300 E 59TH STREET, 3506", ,10022,0,0,0,0,0,1974, 	2 ,D4," $	1,362,000 ",8/2/17
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1351,1, ,D4,"300 EAST 59TH STREET, 2901", ,10022,0,0,0,0,0,1974, 	2 ,D4," $	3,525,000 ",8/17/17
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1351,1, ,D4,"300 EAST 59TH STREET, 1006", ,10022,0,0,0,0,0,1974, 	2 ,D4," $	1,395,000 ",9/8/17
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1351,1, ,D4,"300 EAST 59TH STREET, 2102", ,10022,0,0,0,0,0,1974, 	2 ,D4," $	1,185,000 ",12/11/17
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1351,1, ,D4,"300 EAST 59TH STREET, 3604", ,10022,0,0,0,0,0,1974, 	2 ,D4," $	725,000 ",12/26/17
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1351,1, ,D4,"300 EAST 59TH STREET, 502", ,10022,0,0,0,0,0,1974, 	2 ,D4," $	2,000,000 ",1/31/18
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1351,1, ,D4,"300 EAST 59TH STREET, 2101", ,10022,0,0,0,0,0,1974, 	2 ,D4," $	1,500,000 ",2/5/18
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1351,1, ,D4,"300 EAST 59TH STREET, 1001", ,10022,0,0,0,0,0,1974, 	2 ,D4," $	2,435,000 ",6/4/18
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1351,17, ,D4,"339 EAST 58TH STREET, 6J", ,10022,0,0,0,0,0,1930, 	2 ,D4," $	377,000 ",12/4/17
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1360,9001, ,D4,"860 UNITED NATIONS PLAZA, 22G", ,10017,0,0,0,0,0,1967, 	2 ,D4," $	1,750,000 ",7/24/17
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1360,9001, ,D4,"860 UNITED NATIONS PLAZA, 29B", ,10017,0,0,0,0,0,1967, 	2 ,D4," $	2,125,000 ",3/26/18
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1360,9001, ,D4,"860 UNITED NATIONS PLAZA, SR4", ,10017,0,0,0,0,0,1967, 	2 ,D4," $	250,000 ",3/29/18
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1360,9001, ,D4,"860 UNITED NATIONS PLAZA, 26E", ,10017,0,0,0,0,0,1967, 	2 ,D4," $	3,500,000 ",5/16/18
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1360,9001, ,D4,"860 UNITED NATIONS PLAZA, 9G", ,10017,0,0,0,0,0,1967, 	2 ,D4," $	1,542,500 ",5/17/18
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1360,9001, ,D4,"860 UNITED NATIONS PLAZA, 9B", ,10017,0,0,0,0,0,1967, 	2 ,D4," $	1,400,000 ",6/8/18
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1360,9002, ,D4,"870 UNITED NATIONS PLAZA, 27D", ,10017,0,0,0,0,0,1967, 	2 ,D4," $	2,230,000 ",8/3/17
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1360,9002, ,D4,"870 UNITED NATIONS PLAZA, 22A", ,10017,0,0,0,0,0,1967, 	2 ,D4," $	1,775,000 ",12/12/17
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1360,9002, ,D4,"870 UNITED NATIONS PLAZA, SR-16", ,10017,0,0,0,0,0,1967, 	2 ,D4," $	190,000 ",12/12/17
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1360,9002, ,D4,"870 UNITED NATIONS PLAZA, SR17", ,10017,0,0,0,0,0,1967, 	2 ,D4," $	255,000 ",12/20/17
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1360,9002, ,D4,"870 UNITED NATIONS PLAZA, 22E", ,10017,0,0,0,0,0,1967, 	2 ,D4," $	2,100,000 ",1/29/18
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1360,9002, ,D4,"870 UNITED NATIONS PLAZA, 9B", ,10017,0,0,0,0,0,1967, 	2 ,D4," $	1,380,000 ",3/14/18
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1360,9002, ,D4,"870 UNITED NATIONS PLAZA, 16D", ,10017,0,0,0,0,0,1967, 	2 ,D4," $	799,000 ",3/22/18
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1360,9002, ,D4,"870 UNITED NATIONS PLAZA, 25E", ,10017,0,0,0,0,0,1967, 	2 ,D4," $	2,650,000 ",4/2/18
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1361,7, ,D4,"10 MITCHELL PLACE, 9F", ,10017,0,0,0,0,0,1931, 	2 ,D4," $	480,000 ",9/13/17
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1361,7, ,D4,"10 MITCHELL PLACE, 8C", ,10017,0,0,0,0,0,1931, 	2 ,D4," $	881,000 ",10/5/17
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1361,7, ,D4,"10 MITCHELL PLACE, 10D", ,10017,0,0,0,0,0,1931, 	2 ,D4," $	444,000 ",11/7/17
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1361,7, ,D4,"10 MITCHELL PLACE, 4-C", ,10017,0,0,0,0,0,1931, 	2 ,D4," $	760,000 ",12/18/17
